index,quest_id,code,title,category,objective_text,reward_text,notice_text,v0,v1,v2
106,1072,0019,ペコーの憂鬱,45,ペコーが落とした猫の首輪を探そう,"猫の首輪 1つ (""？？？""B+ 以上の成績でクリア)",ペコーが何か頼みたいみたいです。（代筆・モカ）,34,34,0
107,2065,0042,ムジナ祭,45,[ムジナ守衛]エピソードで、ムジナ守衛たちを退治しよう,"守衛の呼び子 25個 (""ムジナ守衛"" クリア)",友よ！　ムジナ守衛の横暴な振舞いを阻止するため、力を貸してくれないか。　ホヤン,199,199,0
108,1045,0012,地下水路閉鎖作戦,47,[地下水路を封鎖せよ]エピソードで図書館地下を封鎖しよう,"壊れたレバーの破片 7個 (""地下水路を封鎖せよ"" C- 以上の成績でクリア)",協力者求ム　図書館地下の封鎖。　マオ＝シャオピン,13,13,0
109,2047,0045,伝説の名剣,47,伝説の剣を探してシンソヒョンに渡そう,"倚天の剣 1本 (""？？？""クエストクリア)","3年生, I need your help. by Ruben Shephard",170,172,11
110,2056,0046,風の刃,47,旧校舎の近くで生徒たちがケガをする原因を調査し、解決しよう,"カマイタチの毛皮 30枚 (""切り裂き魔の夜"" クリア)",旧校舎で負傷者が続出している原因を調査してくれる生徒を探しています。　保健室　妖艶,173,173,0
111,2057,0048,一陣の風,47,[切り裂き魔の夜]エピソードで、カマイタチの毛皮を集めて、暗田に届けよう,"カマイタチの毛皮 35枚 (""切り裂き魔の夜"" クリア)",人類の夢を実現させる偉大な研究に貢献してみませんか？　共に歴史に名前を刻みましょう！　オカルト研究部　暗田,169,169,0
112,2058,0003,ゴージャスな毛皮,48,[切り裂き魔の夜]エピソードで、カマイタチの毛皮を集めて、ビアンカ先生に届けよう,"カマイタチの毛皮 40枚 (""切り裂き魔の夜"" クリア)",アルバイト急募！　詳しくは購買まで。高給優遇。　購買　No.27,27,8,0
113,1046,0022,特命！　ワルグマー教育指導,49,[校門の決斗]エピソードでワルグマーをこらしめて反省文を書かせよう,"反省文 40通 (""校門の決斗"" クリア)",校内の風紀を乱すワルグマー達の指導に協力してくれる、3年生の生徒を探しています。　生徒会実行委員長　グレイ,37,37,11
114,2048,0009,焼き蛙,49,四刀丸の頼みを聞いて、倚天の剣をもらおう,"蛙の後足 6本 (""クロコがいる風景"" C- 以上の成績でクリア)",共にうまいメシを食いたい者、裏庭にて待つ。　四刀丸,10,10,0
115,1076,0021,潜入捜査任務,51,[変熊のシツコイ依頼]エピソードで、変熊の犯罪計画(？)を調査しよう,"毛の付いた手枷 1個 (""変熊のシツコイ依頼"" B 以上の成績でクリア)",超極秘任務！　学園を脅かす陰謀の全貌をつかむべく、潜入捜査の志願者を募集する！　他言一切無用！　生徒会　スーチョン,36,36,0
116,2044,0046,エミリー登場！,51,[トイレのエミリーちゃん]エピソードで幽霊を退治しよう,"汚れた髪の毛 25束 (""トイレのエミリーちゃん"" クリア)",誰か幽霊をなんとかして～！>_<　保健室　妖艶,173,173,0
117,2067,0048,人形の材料,51,[トイレのエミリーちゃん]エピソードで、エミリーの髪の毛を集めよう,"汚れた髪の毛 35束 (""トイレのエミリーちゃん"" クリア)",偉大な芸術活動に貢献してみませんか？　今だけのチャンスです！　オカルト研究部　暗田,169,169,0
118,1047,0009,エスカルゴ,53,[エスカルゴ･ラッシュ]エピソードで、料理の材料であるカタツムリの肉を集めよう,"カタツムリの肉 20個 (""エスカルゴ･ラッシュ"" クリア)",共にうまいメシを食いたい者、裏庭にて待つ。　四刀丸,10,10,0
119,1071,0007,高級ワニ革ハンドバッグ,53,[エスカルゴ･ラッシュ]エピソードで、高級ハンドバッグの材料になるワニ革を集めよう,"高級ワニ革 5個 (""エスカルゴ･ラッシュ"" C- 以上の成績でクリア)",誰かハンドバッグの材料取ってきて　ビアンカ,8,8,0
120,2068,0003,購買は我が命！,53,[ハラペコおおかみ]エピソードで、盗まれた羊の焼肉を取り戻そう,"羊の焼肉 25個 (""ハラペコおおかみ"" クリア)",急募！　盗難品の回収の仕事です。詳しくは購買まで。高給優遇。　購買　No.27,27,27,0
121,2069,0043,オオカミ退治,53,[ハラペコおおかみ]エピソードでオオカミを退治しよう,"オオカミの足 30本 (""ハラペコおおかみ"" クリア)",生徒会からのお知らせ　オオカミ退治に協力する生徒を募集します。　生徒会　シンソヒョン,172,172,0
122,1056,0011,ソムンヤン先生の秘密のメモ,54,[エスカルゴ･ラッシュ]エピソードで、ソムンヤン先生が落としたメモを探そう,"秘密のメモ 1枚 (""エスカルゴ･ラッシュ"" B+ 以上の成績でクリア)",失せ物を探して下さる方々を心よりお待ち申し上げます。かしこ　ソムンヤン,12,12,0
123,1050,0012,古文書復元,55,マオ＝シャオピン先生の研究のために古文書を復元しよう,"古文書の記憶 1つ (""異次元からの物体Ｘ"" B 以上の成績でクリア)と、古文書の一部 25個 (""変熊のシツコイ依頼"" クリア)",協力者求ム　古文書の復元作業。　マオ＝シャオピン,13,13,0
124,1063,0032,キラキラの思い出,55,ネイバーに奪われた記憶を取り戻すのを手伝おう,"星のかけら 4個 (""異次元からの物体Ｘ"" C- 以上の成績でクリア)",お願い！　エスティバーのみんなが無くした記憶を取り戻すのに、力を貸して！　チャイナ,39,39,22
125,1078,0007,ビアンカの外出,55,消毒用アルコールを生徒会のチャイナに届けよう,消毒用アルコール 30本 (NPC 会話),誰か生徒会に配達に行って　ビアンカ,8,39,0
126,2066,0051,旧校舎調査隊,55,[旧校舎の記憶]エピソードで、旧校舎を調査しよう,"ボロボロの旧制服 1着 (""旧校舎の記憶"" B 以上の成績でクリア)",旧校舎を調査してくれる 3年生を募集しています。　サム,171,171,32
127,2085,0041,旧校舎の幽霊退治？,56,[旧校舎の記憶]エピソードで、メイイェンを苦しめる幽霊を退治しよう,"ボロボロの旧制服 30着 (""旧校舎の記憶"" クリア)",どなたか、力を貸してはいただけませんでしょうか。　メイイェン,200,200,0
128,1060,0004,家族写真,57,[沈没教室]エピソードで、ベン先生の家族写真を探そう,"ベン先生の家族写真 1枚 (""沈没教室"" A- 以上の成績でクリア)",緊急！　探し物を手伝ってくれる生徒募集！　ベン,5,5,0
129,1061,0010,ミュロビー退治,57,[沈没教室]エピソードでミュロビーを退治しよう,"鉛筆 30本 (""沈没教室"" クリア)",校内のミュロビーを始末する生徒募集！　職員室まで。　リエズ,11,11,0
130,1077,0007,消毒用アルコール不足中,57,[沈没教室]エピソードで、盗まれた消毒用アルコールを探そう,"消毒用アルコール 50本 (""沈没教室"" クリア)",誰か手伝いに来て　ビアンカ,8,8,0
131,1079,0036,反省したオレ達,57,押収された闇露店の屋台を取り戻そう,闇露店の屋台 40台 (NPC 会話),ワルなオレらでも信じてくれるダチ募集！　校門前に夜露死苦！,41,41,0
132,2051,0003,消毒用アルコールを求めて……,57,[沈没教室]エピソードで、盗まれた消毒用アルコールを探そう,"消毒用アルコール 50本 (""沈没教室"" クリア)",アルバイト急募！　詳しくは購買まで。高給優遇。　購買　No.27,27,173,0
133,2070,0040,純情火蓮？,57,[カレーなる日々]エピソードで、火蓮が嫌いなクモを退治しよう,"クモの足 30本 (""カレーなる日々"" クリア)",クモだいきらい　かれん,175,175,0
134,2071,0038,食べ物泥棒,57,[カレーなる日々]エピソードで、聖堂周辺のモンスターを退治しよう,"クモの足 40本 (""カレーなる日々"" クリア)",聖堂近くのモンスターを退散させてくれる生徒を求めています。神の祝福を　バーモント,174,174,0
135,1049,0022,タバコは大人になってから！,59,[ワルグマーの闇露店]エピソードでタバコを押収しよう,"タバコ 50箱 (""ワルグマーの闇露店"" クリア)",タバコの押収と指導に協力してくれる生徒を探しています。　生徒会実行委員長　グレイ,37,37,0
136,1074,0024,無許可屋台の撤去,59,ワルグマー達の闇露店の屋台を押収しよう,"闇露店の屋台 40台 (""ワルグマーの闇露店"" クリア)",無許可屋台の撤去に協力して下さる方を募集しています。　生徒会書記　モカ,38,38,0
137,2072,0046,ラブパワー 400%,59,妖艶先生を手伝って、おかしくなった生徒たちを元に戻そう,"ハート 1つ (""学校の中心で愛を煮込む"" B+ 以上の成績でクリア)",忘我恋愛熱中症候群に陥った生徒たちの治療を手伝ってくれる生徒を探しています。　保健室　妖艶,173,173,0
138,2082,0043,無くしてしまった書類,59,[学校の中心で愛を煮込む]エピソードで、シンソヒョンが無くした書類を探そう,"同好会予算計画書 1部 (""学校の中心で愛を煮込む"" B+ 以上の成績でクリア)",探し物に協力して下さる方がいらっしゃいましたら、わたくしの所までお願い致します。　シンソヒョン,172,172,0
139,1073,0014,羊飼いの少年,61,ヒョンランが留守の間、[オオカミが来たぞ！] エピソードのオオカミから羊を守ろう,"オオカミの足 40本 (""オオカミが来たぞ！"" クリア)",僕の留守の間、羊たちの世話をしてくれる、動物好きの 3年生はいませんか？　飼育部　ヒョンラン,33,33,13
140,1087,0024,オオカミ退治,61,[オオカミが来たぞ！] エピソードのオオカミを退治しよう,"オオカミの足 40本 (""オオカミが来たぞ！"" クリア)",飼育場近くに出没する狼を退治して下さる方を募集しています。　生徒会書記　モカ,38,38,0
141,2073,0042,旧校舎洪水事件,61,[洪水警報]エピソードで本を集めてホヤンに届けよう,"平凡な本 50冊 (""洪水警報"" クリア)",友よ！　今、必要なんだ。君たちの力が！　ホヤン,199,199,0
142,2074,0048,暗田の環境美化運動,61,[あの御方のために]エピソードで、学校の美観を害する(？)岩を破壊しよう,"霊石 15個 (""あの御方のために"" C- 以上の成績でクリア)",環境美化活動に参加しませんか？　健全な精神は、健全な環境から！　オカルト研究部　暗田,169,169,0
143,2078,0041,無くなった髪紐,61,[洪水警報]エピソードでメイイェンが無くしてしまった髪紐を探そう,"メイイェンの髪紐 1本 (""洪水警報"" B+ 以上の成績でクリア)",どなたか 3年生の方で、探し物を手伝って下さる方はいらっしゃいませんでしょうか。　メイイェン,200,200,13
144,2083,0040,火蓮のほうき,61,[あの御方のために]エピソードで火蓮のほうきを探そう,"火蓮のほうき 1本 (""あの御方のために"" B+ 以上の成績でクリア)",おまえらさがしものてつだえ　かれん,175,175,0
145,1054,0024,愛のお弁当,62,[やつらが裏山にやってきた]エピソードで、スパービーに奪われたモカのお弁当を取り戻そう,"モカのお弁当 1個 (""やつらが裏山にやってきた"" B+ 以上の成績でクリア)",助けて下さい！　大事なお弁当を、スパービーから取り返して下さい！　モカ,38,38,0
146,1089,0011,裏山の招かれざる客,63,[やつらが裏山にやってきた]エピソードのスパービーを退治しよう,"鉄の食器 30個 (""やつらが裏山にやってきた"" クリア)",裏山を占拠しているスパービーを退治して下さる方々を、心よりお待ち申し上げます。かしこ　ソムンヤン,12,12,0
147,1075,0021,守護神スーチョン,65,[真・特命生徒会]エピソードで学校を荒らすモンスターを退治しよう,"食器 25個 (""真・特命生徒会"" クリア)",生徒諸君に告ぐ。このスーチョンの部下として働くチャンスを提供する。　生徒会　スーチョン,36,36,0
148,1088,0021,救世主スーチョン,65,[真・特命生徒会]エピソードで学校を荒らすモンスターを退治しよう,"食器 30個 (""真・特命生徒会"" クリア)",生徒諸君に告ぐ。このスーチョンの部下として働くチャンスを提供する。　生徒会　スーチョン,36,36,0
149,2079,0041,暴れオオカミ退治,65,[コッコーを守れ]エピソードでオオカミを退治しよう,"マッチ 20個 (""コッコーを守れ"" クリア)",旧校舎近くに狼が出没し、難儀しております。どなたか狼を退治して下さいませんでしょうか。　メイイェン,200,200,0
150,2084,0043,USB メモリーを探して,65,[コッコーを守れ]エピソードで、シンソヒョンが無くしてしまった USB メモリーを探そう,"USB メモリー 1個 (""コッコーを守れ"" B 以上の成績でクリア)",旧校舎で探し物をして下さる方がいらっしゃいましたら、わたくしの所までお願い致します。　シンソヒョン,172,172,0
151,1051,0022,図書館地図奪回指令,67,[ジョニー救出作戦]エピソードで、盗まれた図書館の図面を取り戻そう,"図書館の図面の一部 5つ (""ジョニー救出作戦"" クリア)",盗まれた「図書館地下の図面」の回収に協力してくれる、3年生の生徒を探しています。　生徒会実行委員長　グレイ,37,37,33
152,1070,0005,カードキーを探せ！,67,[ジョニー救出作戦]エピソードで、ジョニーが無くしてしまったカードキーを探そう,"温室のカードキー 1枚 (""ジョニー救出作戦"" B 以上の成績でクリア)",探し物を手伝ってくれる生徒募集！　温室管理人　ジョニー,6,6,0
153,1085,0033,地下のモンスター退治,67,[親知らず]エピソードでモンスターを退治しよう,"モンスターの角 40本 (""親知らず"" クリア)",地下で騒いでるモンスターを黙らせてくれる人ぼしゅ～　音楽室で待ってるからよろしく～　アリーナ,40,40,0
154,1090,0034,チャートを捕まえて！,67,[親知らず]エピソードでチャートを捕まえよう,"ばんそうこう 1枚 (""親知らず"" B 以上の成績でクリア)",ちょっと頼まれ事をしてくれる人を探してます。　看護部　カルテ,324,324,0
155,2075,0048,古文書発掘依頼,67,[宵月大事典]エピソードで、古文書を探そう,"古文書 1冊 (""宵月大事典"" B 以上の成績でクリア)",稀少本の収集という学術的活動に従事してみませんか？　今だけのチャンスです！　オカルト研究部　暗田,169,169,0
156,2086,0003,古文書発掘アルバイト,67,[宵月大事典]エピソードで古文書を探そう,"古文書 35冊 (""宵月大事典"" クリア)",アルバイト急募！　詳しくは購買まで。高給優遇。　購買　No.27,27,169,0
157,1086,0032,地下探険隊,69,[秘密の実験室]を調査しよう,"書類封筒 1通 (""秘密の実験室"" B 以上の成績でクリア)",3年生のみんなにお願い！　地下の調査に力を貸して！　チャイナ,39,39,43
158,1091,0005,温室の地下のモンスター退治,69,[秘密の実験室]エピソードでモンスターを退治しよう,"トゲ 40本 (""秘密の実験室"" クリア)",モンスターをやっつけてくれる生徒募集！　温室管理人　ジョニー,6,6,0
159,2076,0051,コウモリ退治,69,[妖艶先生のお願い]エピソードで、地下のコウモリを退治しよう,"コウモリの羽 40枚 (""妖艶先生のお願い"" クリア)",地下のコウモリを退治してくれる生徒を募集しています。　サム,171,171,0
160,2077,0048,契約準備完了,69,[神父様の真実]エピソードで、暗田に頼まれた契約書を探そう,"悪魔の契約書 1通 (""神父様の真実"" B 以上の成績でクリア)",3年生の皆さん、魔界の神秘に触れてみたくはないですか？　今だけのチャンスです！　オカルト研究部　暗田,169,169,43
161,2080,0046,薬品の調達,69,[妖艶先生のお願い]エピソードでコウモリを退治して薬品を探そう,"薬瓶 30本 (""妖艶先生のお願い"" クリア)",不足している薬品を調達してくれる 3年生の皆さんを探しています。　保健室　妖艶,173,173,23
162,2081,0039,墓地のモンスター退治,69,[神父様の真実]エピソードでモンスターを退治しよう,"胞子 35個 (""神父様の真実"" クリア)",墓地を荒らしているモンスターを、退治して下さる方を探しています。　水蓮,176,176,0
163,1104,0003,珍味！？　カタツムリ牛乳,71,[排水口には危険がいっぱい] エピソードで [カタツムリ牛乳]を作ろう,"カタツムリの肉 30個(""排水口には危険がいっぱい""クリア)を得た後No.2と話し、カタツムリ牛乳 1個を作り四刀丸に配達",アルバイト急募！　画期的な新商品の開発に関わる仕事です。　高給優遇。　購買　No.2,4,10,13
164,1105,0011,可愛い生き物の写真！？,71,[排水口には危険がいっぱい] エピソードで [可愛い写真]を撮ろう,"可愛い写真 1枚 (""排水口には危険がいっぱい"" B 以上の成績でクリア)",可愛い生き物たちの写真を撮って来て下さる方々を、心よりお待ち申し上げます。かしこ　ソムンヤン,12,12,0
165,2100,0042,人の恋路を邪魔するヤツは……,71,[オルガンの音] エピソードのニーナを退治しよう,"ニーナの爪 30枚 (""オルガンの音"" クリア)",友よ！　想いを伝える術を持たない不甲斐ない僕のために、力を貸してはくれないか？　ホヤン,199,199,13
166,2101,0041,恋文の行方,71,[オルガンの音] エピソードで [メイイェンの手紙]を探そう,"メイイェンの手紙 1通 (""オルガンの音"" B+ 以上の成績でクリア)",どなたか、力を貸してはいただけませんでしょうか。　メイイェン,200,200,0
167,1106,0022,鋼鉄のバリケード,73,[走れ！ 走れ！ 生徒たち] エピソードで [バリケードの破片]を集めよう,"バリケードの破片 15個 (""走れ！ 走れ！ 生徒たち"" クリア)",新しい設備の開発実験に協力してくれる生徒を探しています。　生徒会実行委員長　グレイ,37,37,0
168,1107,0007,体力の証明,73,[走れ！ 走れ！ 生徒たち] エピソードを通じて、[走りの達人証明書]を勝ち取ろう,"サイクロコの目玉 (""走れ！ 走れ！ 生徒たち"" B+ 以上の成績でクリア)を得た後カルテと話し、走りの達人証明書 1個と交換",最近の子供も、もやしっ子ばっかりじゃないって証明できる子はいないの？　ビアンカ,8,8,0
169,2102,0051,真夜中の怪音,73,[愛の詩] エピソードでカマイタチを退治しよう,"カマイタチの爪 15本(""愛の詩"" クリア)",緊急！　旧校舎から聞こえてくる謎の音を調査してくれる生徒募集！　サム,171,171,0
170,2103,0040,火蓮が詩人！？,73,[愛の詩] エピソードで [ホヤンの詩が書かれた紙]を探そう,"ホヤンの詩が書かれた紙 1枚(""愛の詩"" B+ 以上の成績でクリア)",おまえらも　たまにはすこし　やくにたて　かれん,175,175,0
171,1108,0046,あなたも私も火の用心,75,[炎の保健室] エピソードで [消火器]を集めよう,"消火器 8個 (""炎の保健室"" C- 以上の成績でクリア)",保健室に備え付けるための消火器を調達してくれる皆さんを探しています。　宵月学院　保健室　妖艶,173,173,0
172,1109,0034,決定的証拠,75,[炎の保健室] エピソードで火事の原因の証拠を探そう,"ビアンカ先生の吸殻 1個 (""炎の保健室"" B+ 以上の成績でクリア)",ちょっと頼まれ事をしてくれる人を探してます。　看護部　カルテ,324,324,0
173,2104,0034,傷にはムジナの毛,75,[逃走の果てに] エピソードで [ムジナの毛]を集めよう,"ムジナの毛 40束 (""逃走の果てに"" クリア)",漢方薬の材料として使われる、ムジナの毛を必要としております。　看護部　インジェクト,325,325,0
174,2105,0040,火蓮がピアニスト！？,75,[逃走の果てに] エピソードで [メイイェンの楽譜]を探そう,"メイイェンの楽譜 1冊(""逃走の果てに"" B 以上の成績でクリア)",どれみはそらしど　かれん,175,175,0
175,1110,0006,ジョニーを守って,77,[温室を守って] エピソードのミュロビーを退治しよう,"ミュロビーの羽 50個 (""温室を守って"" クリア)",ミュロビーを駆除してくれる人を募集！　温室管理人助手　メイ,7,7,0
176,1111,0021,滋養強壮？　ミュロビーの卵！,77,[温室を守って] エピソードを通じて、[ミュロビーのゆで卵]を手に入れよう,"ミュロビーの卵 50個 (""温室を守って"" C- 以上の成績でクリア)を得た後モカと話し、ミュロビーのゆで卵1個と交換",生徒諸君に告ぐ。生徒会は諸君に協力を要請する。　生徒会　スーチョン,36,36,0
177,2106,0046,妖艶先生の人形,77,[人形紛失事件] エピソードで [妖艶先生の人形]を探そう,"妖艶先生の人形 7個 (""人形紛失事件"" C- 以上の成績でクリア)",探しています　わたしの大事なお人形を見つけてください(;_;)　保健室　妖艶,173,173,0
178,2107,0048,暗田の人形,77,[人形紛失事件] エピソードで [暗田の呪い人形]を探そう,"暗田の恥ずかしい写真 1枚 (""人形紛失事件"" B 以上の成績でクリア)を得た後メイイェンと話し、暗田の呪い人形 1個と交換",探しています　僕の大事なお人形を見つけてください(;_;)　今だけのチャンスです！　オカルト研究部　暗田,169,169,0
179,1112,0003,珍味？　蛙牛乳,79,[愛しのフランソワ] エピソードで [蛙牛乳]を作って、[試飲感想文]を受け取ろう,"蛙の肉30個(""愛しのフランソワ""クリア)、蛙牛乳3個(No.2と会話)、試飲感想文3通(四刀丸、スーチョン、ジョニーと会話)",アルバイト急募！　画期的な新商品の開発に関わる仕事です。　高給優遇。　購買　No.2,4,4,23
180,1113,0011,わたくしの愛、フランソワ,79,[愛しのフランソワ] エピソードで [フランソワの体液]を採取しよう,"フランソワの体液 1個 (""愛しのフランソワ"" B+ 以上の成績でクリア)",私の可愛いフランソワの健康管理に協力して下さる方々を、心よりお待ち申し上げます。かしこ　ソムンヤン,12,12,0
181,2108,0043,生徒たちはどこへ？,79,[失踪] エピソードで [失踪した生徒の生徒手帳]を集めよう,"失踪した生徒の生徒手帳 20冊 (""失踪"" クリア)",生徒会からのお知らせ　旧校舎で発生している生徒失踪事件の調査に協力する生徒を募集します。　生徒会　シンソヒョン,172,172,23
182,2109,0048,暗田の新しい人形,79,[失踪] エピソードでホギーパペットを退治しよう,"ホギーパペットの足 25本(""失踪"" C- 以上の成績でクリア)",人形作りに興味のある皆さん　今だけのチャンスです！　オカルト研究部　暗田,169,169,0
183,1114,0006,怪しすぎる物体,81,[迷子の迷子のジョニーちゃん]エピソードの怪しい物体を破壊しよう,"怪しい物体の破片 30個 (""迷子の迷子のジョニーちゃん""クリア)",温室にある怪しい物体を処理してくれる人を募集！　温室管理人助手　メイ,7,7,0
184,1115,0022,4次元教室の女性,81,[迷子の迷子のジョニーちゃん]エピソードで [クリスティーンの写真]を撮ろう,"クリスティーンの写真 1枚 (""迷子の迷子のジョニーちゃん""B+ 以上の成績でクリア)",極秘調査に協力してくれる生徒を探しています。　生徒会実行委員長　グレイ,37,37,0
185,2110,0041,オルガンペダルを探せ！,81,[消えたオルガンペダル] エピソードで [オルガンペダル]を探そう,"オルガンペダル1個(""消えたオルガンペダル"" B 以上の成績でクリア)",どなたか、私の大切なオルガンペダルを探してはいただけませんでしょうか。　メイイェン,200,200,0
186,2111,0042,彼女のオルガン,81,[消えたオルガンペダル] エピソードでムジナ守衛を退治しよう,"ムジナ守衛の呼び子 30個(""消えたオルガンペダル"" クリア)",友よ！　オルガンの彼女から幸せを奪う、ムジナ守衛を懲らしめてくれないか？　ホヤン,199,199,0
187,1116,0006,目には目を、スパービーには……,83,[やつらが温室にやってきた] エピソードで、[スパービーのしっぽ]を集めよう,"スパービーのしっぽ 20本 (""やつらが温室にやってきた"" クリア)を集めた後グレイと話し、強力殺虫剤 1個と交換",強力殺虫剤の開発に協力してくれる人を募集！　温室管理人助手　メイ,7,7,0
188,1117,0024,モカの個人的なお願い,83,[やつらが温室にやってきた] エピソードで [キングスパービーのかばん]を手に入れよう,"キングスパービーのかばん 1個 (""やつらが温室にやってきた"" B+ 以上の成績でクリア)",とっても素敵なアイテムを手に入れてきてくれる人を探してます。少ないですがお礼も用意してますので、よろしくお願いします　モカ,38,38,0
189,2112,0038,神父様のロマン,83,[ワシが校則だ！] エピソードのスターリンを撃退しよう,"スターリンの口ひげ 50個(""ワシが校則だ！"" クリア)",私のために力を貸してくれる生徒を求めています。神の祝福を　バーモント,174,174,0
190,2113,0046,スターリン２号！？,83,[ワシが校則だ！] エピソードで [バリアー設計図]を手に入れよう,"バリアー設計図 1枚 (""ワシが校則だ！"" B 以上の成績でクリア)",「今日も勉強明日も勉強バリアー」の設計図を入手してきてくれる皆さんを探しています。　保健室　妖艶,173,173,0
191,1118,0001,存在の許されないXXさ,85,[変熊文庫] エピソードで、不適切な書籍を回収しよう,"不適切な希少書籍 20冊 (""変熊文庫"" クリア)",図書館の書庫の掃除の仕事です。　詳細は図書館のカウンターにて。　ページ,1,1,0
192,1119,0008,熱風ピンク,85,[変熊文庫] エピソードで [熱風ピンク・創刊号]を探そう,"熱風ピンク・創刊号 1冊 (""変熊文庫"" クリア)",伝説のお宝探し！　勇気と実力のあるプロフェッショナルを大・募集！　Ｍｒ．Ｈ,15,15,0
193,2114,0041,メイイェンの不安,85,[ロストメモリーズ] エピソードで、ホヤンの安否を確かめよう,"ホヤンの眼鏡 1つ (""ロストメモリーズ"" C- 以上の成績でクリア)",どなたか、あの人の無事を確かめてきていただけませんでしょうか。　メイイェン,200,200,0
194,2115,0043,名探偵シンソヒョン,85,[ロストメモリーズ] エピソードで、地縛霊が憑いた原因を調べよう,"血まみれの刀 1振り (""ロストメモリーズ"" B+ 以上の成績でクリア)",生徒会からのお知らせ　旧校舎の秘密に関する調査に協力する生徒を募集します。　生徒会　シンソヒョン,172,172,0
195,1120,0032,The wolf is here!,87,Defeat the wolves in the [Night of the Wolves] episode.,"25 Wolf Claws (""Night of the Wolves"" Clear)",Everyone、we need your help! Lend a hand defeating the wolves on the back mountain! China,39,39,13
196,1121,0006,最新流行ペアネックレス,87,[オオカミたちの夜] エピソードと [キツネの行水] エピソードで牙を手に入れよう,"ウェアウルフの牙 1本 (""オオカミたちの夜"" B+ 以上の成績でクリア)、ナインフォックスの牙 1本 (""キツネの行水"" B+ 以上の成績でクリア)",ステキなカップルのために協力してくれる人を募集！　温室管理人助手　メイ,7,7,0
197,2116,0038,神秘のキノコ,87,[旧校舎最後の日] エピソードで、カレーの材料を探そう,"キノコ 50個 (""旧校舎最後の日"" クリア)",食材集めに力を貸してくれる生徒を求めています。神の祝福を　バーモント,174,174,0
198,2117,0046,旧校舎クラッシャー,87,[旧校舎最後の日] エピソードを通じて、[破壊の達人証明書]を勝ち取ろう,"旧校舎の写真 (""旧校舎最後の日"" B+ 以上の成績でクリア)を得た後インジェクトと話し、破壊の達人証明書 1通と交換",体力に自信のある皆さん！　大至急保健室まで来て下さい！　保健室　妖艶,173,173,13
199,1122,0009,新種の魚！？,89,[特命生徒会・完全版] エピソードで [不思議な魚の写真] を撮ろう,"不思議な魚の写真 5枚 (""特命生徒会・完全版"" B- 以上の成績でクリア)",共に新種の魚を味わってみたい者、裏庭にて待つ。　四刀丸,10,10,0
200,1123,0022,疑惑のスーチョン！？,89,[特命生徒会・完全版] エピソードを通じて [調査報告書]を作成しよう,"調査報告書 1部 (""特命生徒会・完全版"" B+ 以上の成績でクリア)",極秘調査に協力してくれる生徒を探しています。　生徒会実行委員長　グレイ,37,37,0
201,2118,0042,僕らの旧校舎を守ろう！,89,[Shall We Clean?] エピソードで [机の破片]を集めよう,"机の破片 40個 (""Shall We Clean?"" クリア)",友よ！　旧校舎の平和のため、君たちの力を貸して欲しい！　ホヤン,199,199,0
202,2119,0046,無いなら無いなりに……,89,[Shall We Clean?] エピソードで [ソソマミーの包帯]を集めよう,"ソソマミーの包帯 30本 (""Shall We Clean?"" C- 以上の成績でクリア)",不足している包帯の調達に協力してくれる皆さんを探しています。　宵月学院　保健室　妖艶,173,173,0
203,1124,0007,ステファノの秘密？,91,[一途な心] エピソードで、ステファノの挙動を調べよう,"男物のハンカチ 1枚 (""一途な心"" B 以上の成績でクリア)",誰か手伝いに来て　ビアンカ,8,8,0
204,1125,0010,リエズ先生の生活,91,[一途な心] エピソードで [書類封筒]を探そう,"書類封筒 1部 (""一途な心"" B+ 以上の成績でクリア)",緊急！　生徒は急いで職員室へ！　リエズ,11,11,0
205,2120,0048,オカルト・ユビキタス社会,91,[のどかな午後とオルゴール] エピソードで [オルゴールの部品]を集めよう,"オルゴールの部品 20個 (""のどかな午後とオルゴール"" クリア)",社会に貢献する偉大な発明に協力してみませんか？　今だけのチャンスです！　オカルト研究部　暗田,169,169,0
206,2121,0048,オカルト・ユビキタス社会2,91,[のどかな午後とオルゴール] エピソードで [オルゴール組立てマニュアル]を手に入れよう,"オルゴール組立てマニュアル 1部 (""のどかな午後とオルゴール"" B+ 以上の成績でクリア)",社会に貢献する偉大な発明に協力してみませんか？　今度こそ最後のチャンスです！　オカルト研究部　暗田,169,169,0
207,1126,0003,奇妙な注文,93,[妖艶先生の特別授業]エピソードで [椅子の破片]を集めよう,"椅子の破片 40個 (""妖艶先生の特別授業"" クリア)",アルバイト急募！　詳しくは購買まで。高給優遇。　購買　No.2,4,4,33
208,1127,0006,同い年の 2人,93,[妖艶先生の特別授業]エピソードを通じて [授業のノート]を取ろう,"授業のノート 1冊 (""妖艶先生の特別授業"" B+ 以上の成績でクリア)",特別授業のノートを取ってきてくれる人を募集！　温室管理人助手　メイ,7,7,0
209,2122,0043,パペット退治,93,[操り人形の主] エピソードで [パペットの足]を集めよう,"パペットの足 30本 (""操り人形の主"" クリア)",生徒会からのお知らせ　旧校舎に巣食うパペットの退治に協力する生徒を募集します。　生徒会　シンソヒョン,172,172,0
210,2123,0045,心の上に刃,93,[操り人形の主] エピソードで [忍者刀]を手に入れよう,"忍者刀 1振り (""操り人形の主"" B+ 以上の成績でクリア)",I need your help.<br> by Ruben Shephard,170,170,0
