index,quest_item_id,code,name,description
365,376,qe000074,ヘリアン人形,ウッドヘリアンを模した小さなぬいぐるみ…ということになっている不気味な人形。危険な何かを感じる
366,377,etc_cs030011,アンティークタイマー,大きな歯車のように見える、アンティークの破片。時間を操る機能を持つというウワサがある
367,378,etc_rb000002,軽い箱,牛乳箱くらいの大きさの軽い箱。中に何か入っているようで、ガタガタ音がする
368,379,etc_rb000004,重い箱,大きさの割に、かなり重たい箱。中からカチカチという音が聞こえる…
369,380,etc_cs030102,スナック菓子,チョコや砂糖をふんだんに使用した、甘ぁ～いお菓子。ちょっと一息つきたい時に最適だが、非常に高カロリーなので、太るのを覚悟した上で食べよう
370,381,etc_cs030174,グリーンピース,黒い模様のある、珍しい品種のエンドウ。疲労回復などの効能があり、すっきりとした目覚めを迎えられる
371,382,qe000162,交換クーポン,エスティバーの生徒はROCK部、宵月の生徒はフォークバンド部の制服セットをもらえるクーポン。アンナと話してみよう！
372,399,qe000162,交換クーポン,エスティバーの生徒はロボット研究部、宵月の生徒は考古学部の制服セットをもらえるクーポン。アンナと話してみよう！
373,383,qe000343,世界地図,世界全体が描かれている地図。縮尺の問題で、迷子になった時には役に立たない
374,384,etc_cs030006,治療術研究ノート,人間だけでなく、様々な動物やモンスターの治療にも役立つノウハウが記録されている本
375,385,etc_cs030202,イースターエッグ,卵に色を塗ったり絵を描いたりしたもの。イースター（復活祭）の時使われる
376,386,etc_cs030011,伝説の痕跡,伝説が生まれた時、その近くに出来るという痕跡。歴史学者はこの痕跡を土台にして研究をする
377,387,etc_cs030152,涙のかけら,零れ落ちた涙が結晶化して出来たという宝石。下は球状、上は円錐状の「涙滴型」をしている
378,388,qe000323,マリオネット,外国製のからくり人形。パペットとそんなに変わらない
379,389,etc_cs030171,スーチョンの日記,スーチョンが毎日の出来事を書き綴った日記。意外に几帳面に書かれているが、全てスーチョンに都合よく改ざんされている
380,390,etc_cs030005,トーヴァルズの日記のページ,商店街連合の会長であるL. トーヴァルズの日々の生活が書かれた日記のページ。バラバラになっているため読めない
381,391,etc_cs030082,お弁当,とてもおいしそうなお弁当。四刀丸さんに届けてあげなきゃいけないのが、とっても残念だ
382,392,etc_cs030039,羊の焼肉,とてもおいしそうな羊の焼肉。四刀丸さんに届けてあげなきゃいけないけど、一口くらいなら…？
383,393,etc_cs030006,成績表,アリーナの成績表。中は見ないで届けてあげよう
384,394,etc_cs030050,ロックのCD,あまり名前を聞いたことのない、マイナーなロックバンドのCD。「ディスク」というにはかなり疑問があり、入ってる曲も同じくらい個性的なスタイルだと思われる。アリーナに届けてあげよう
385,395,etc_cs030045,謎のエサ,何が入ってるのかわからないが、とにかくヒドイ臭いがする。どんな動物用のエサだろう？　ハチに届けてあげよう
386,396,etc_cs030068,キラキラした石,アクセサリーを作る時に使えそうな、キラキラ輝く石。ハチに届けてあげよう
387,397,etc_cs030096,問題集,家庭での学習用の問題集。バーモント神父様に届けてあげよう
388,398,etc_cs030041,ロザリオの珠,つやつやしたロザリオの珠だ。バーモント神父様に届けてあげよう
389,441,etc_cs030005,ソソの変種の破片,原型をとどめていないほどバラバラになった、ソソの変種の切れ端
390,434,etc_cs030006,ソソの設計図,ソソの作り方が書かれた設計図。どうやらソソを作るのはとても簡単なようだ
391,435,etc_cs030119,ベン先生のへそくり,ベン先生のへそくりが入った封筒。悲しくなるほど、とっても薄っぺらい…
392,436,etc_cs030006,4次元教室調査報告書,グレイが 4次元教室について調査したレポート。一見重要そうじゃないことも含めて、とても綿密に書かれている
393,437,etc_cs030171,マンガ,マンガの単行本。最近はやってるマンガなのに、ページが折れたり破れたりしてボロボロになっている
394,438,etc_cs030096,生徒会の書類,宵月学院の生徒会が作った書類。ものすごく分厚いので読む気になれない
395,439,etc_cs030011,小さなアンティークの破片,歯車の形をした、小さなアンティークの破片。何に使うのかはわからない
396,440,etc_cs030096,生徒会の書類,エスティバー学園の生徒会が作った書類。けっこう分厚い
397,442,etc_cs030005,ソソの破片,原型をとどめていないほどバラバラになった、ソソの切れ端
398,443,etc_cs030208,大事な写真,チャイナが無くした大事な写真。でも映ってるのは変な機械ばっかり…？
399,444,etc_cs030005,稀少本のページ,貴重な本から抜け落ちたページ。全部集めれば元通り復元できるかも…
400,445,etc_cs030124,火薬,紫色の火薬を詰めたビン。非常に危険！　火気厳禁！
401,446,etc_cs030017,子羊の毛,やわらかくてふかふかした子羊の毛の包み。とっても暖かそうだ
402,447,etc_cs030018,バラウスの葉,バラウスの葉っぱ。ヒドイ臭いだけど、薬になるらしい
403,448,etc_cs030069,カボチャ,変な模様が彫り込まれたカボチャ。まだ食べられそうだ
404,449,etc_cs030037,グロービーの中身,グロービーの硬い殻の中から取れた肉。とても食べられるとは思えない
405,450,etc_cs030057,ソソスケルトンの骨,ソソスケルトンの中から出てきた骨。これって本当にソソスケルトンの骨格？
406,451,etc_cs030010,石盤の破片,大きな石盤が割れた破片
407,452,etc_cs030086,カマイタチの薬,カマイタチが隠し持っている薬。カマイタチに切られた傷の特効薬だといわれている
408,453,etc_cs030079,幽霊少女の髪の毛,怨念が込められたような、幽霊の髪の毛。見ているだけで背筋がゾクゾクする
409,454,etc_cs030016,幽霊少年の肌着,未練が込められたような、幽霊の肌着の切れ端。ボロボロに腐りきっている
410,455,etc_cs030082,ロージーの牙,ハチのペットの歯。小さいのから大きいのまで、色々なサイズがある
411,456,etc_cs030122,プリズナーの手錠,プリズナーの手首に掛かっていた手錠
412,457,etc_rb049041,小包,配達事故で紛失していた小包
413,458,etc_cs030124,インジェクトの薬,インジェクトの大事な薬。何の薬かはわからない…
414,459,etc_cs030005,看護日誌のページ,看護日誌から抜け落ちたページの切れ端。全部集めても元通り復元できるかどうか…
415,460,etc_cs030199,黒い綿あめ,黒くてふわふわの綿あめ（？）。味は想像もつかない
416,461,etc_cs030174,次元魚の浮遊組織,次元魚の浮遊組織。これで空を飛べるとは思えないけど…？
417,462,etc_cs030215,イスファイターの破片,イスファイターの破片。奇妙な気配を漂わせている
418,463,etc_cs030015,蛍光物質,真っ暗な場所でしか分からないくらい、仄かな光を放つ神秘の物質。たくさん集めれば、夜に本を読む時の明かりになる
419,464,etc_cs030096,知られざるコッコーの育て方,神秘の部族・リンティ族に伝わる、コッコーを育てる秘密の方法が書かれた本
420,465,etc_cs030204,神秘の花,神秘の部族・リンティの体に寄生して育つという特別な花。非常に奇妙なにおいがする
421,466,etc_cs030023,対話の実,食べるとウッドヘリアンと会話が出来ることで知られている、神秘の果実
422,467,etc_cs030192,甘味100倍特製キャンディ,神秘の部族・リンティ族だけに伝わる、特別な製法で作られたキャンディ。普通のアメの 100倍甘いといわれている
